This is a logfile generated by analyze.py - lines containing the following: 1. filenames of the fitted spectra 2. names of the evaluated parameters 3. fitparameters of the spectra (one line for every parameter, in order of the filenames, this applies to the rest of the file) 4. errors of the fitparameters 5. evaluated properties 6. errors of the properties
.../time/time2 .../time/time4 .../time/time5 .../time/time7 .../time/time9 ...time/time10 ...time/time12 ...time/time13 ...time/time15 ...time/time16 ...time/time17 ...time/time18 ...time/time19 ...time/time20 ...time/time21 ...time/time22 ...time/time25 ...time/time26 ...time/time28 ...time/time30 ...time/time32 ...time/time33 ...time/time34 ...time/time36 ...time/time37 ...time/time38 ...time/time39 ...time/time40 ...time/time41 ...time/time44 ...time/time46 ...time/time47 ...time/time48 ...time/time50 ...time/time51 ...time/time54 ...time/time56 ...time/time57 ...time/time58 ...time/time61 ...time/time62 ...time/time63 ...time/time64 ...time/time65 ...time/time66 ...time/time67 ...time/time69 ...time/time70 ...time/time71 ...time/time73 ...time/time74 ...time/time75 ...time/time76 ...time/time77 ...time/time78 ...time/time79 ...time/time84 ...time/time86 ...time/time90 ...time/time91 ...time/time93 ...time/time95 ...time/time96 ...time/time97 ...time/time98 ...time/time99
lockPointX lockPointY
-32.8157859804 -23.2421072087 -19.8063356171 -0.705076791012 -13.8540934855 -27.509043881 -40.9089403406 -43.7099120639 -32.8662615686 -10.5459348475 -30.2828812077 -29.74276317 -38.6342205526 2.42764470738 -25.1858148669 -11.1272216289 -21.8937595194 -30.9064763336 -61.6028146942 -33.8228779147 -24.8941462611 -3.64415598443 -42.5300396601 -15.0114321105 -16.5667775382 -70.894059885 -5.82224502989 -46.4049308208 -6.22844425723 5.98485088437 -26.0318561197 -9.51152939067 -62.3549470241 -30.3977752362 -28.6195271409 -18.2949387691 0.352254154308 12.2564542831 -26.7587483694 -10.1505972701 -1.80771770288 -59.1913660425 -10.8610217473 5.14311754624 -31.1890212418 -19.1051993698 -16.321191657 10.9633918014 -27.2932283985 -39.7653400909 -0.448709239938 -34.7194775342 -30.2084998585 -1.23226832972 12.5499970681 48.7296310875 -24.353498079 -42.6488601968 6.415831559 -28.8607571508 -45.5009520077 -29.6042266534 -37.1571039516 -9.68027189178 -15.0097958102 6.25721088563
-12.5961082493 -8.93791798778 -7.63322421274 -0.190522649504 -5.25994873124 -10.5253987467 -15.7365106511 -16.8060544836 -12.6061326888 -3.96738802413 -11.6123254366 -11.4411378348 -14.8160609779 1.02074481166 -9.6653395659 -4.25987018602 -8.38723141864 -11.8906374545 -23.7166542318 -12.9845852057 -9.52735203103 -1.34771597156 -16.3546886005 -5.71480836571 -6.32112281752 -27.3716923131 -2.22490238187 -17.854510379 -2.40528804083 2.3791783484 -9.96714372249 -3.57257438228 -23.9892830818 -11.6271452619 -10.9754321642 -6.99832752833 0.225353248716 4.76170826934 -10.2861360328 -3.89907721151 -0.620605892927 -22.7676179495 -4.15161514786 2.019136933 -11.9503651112 -7.3299031093 -6.27147616396 4.30676445827 -10.484571744 -15.2623753129 -0.097224990658 -13.3638586002 -11.6291220442 -0.383563916043 4.89814910702 18.8533341716 -9.36257937705 -16.4041083369 2.5937883541 -11.080615294 -17.5099055222 -11.3658965791 -14.2693309745 -3.6451282428 -5.65410907444 2.54579751327
-1.21050183686 -0.861007438175 -0.737204092914 -0.0122099974583 -0.500763523645 -1.00850594675 -1.51493509615 -1.61691112371 -1.21018897213 -0.374834057679 -1.11484232854 -1.10183617482 -1.42194907022 0.104890848657 -0.928846672183 -0.40928245656 -0.804942352412 -1.14522517146 -2.28439380688 -1.24786435076 -0.913071904353 -0.126387028872 -1.57402761762 -0.545469697855 -0.60468567704 -2.64381866597 -0.21441072826 -1.71903295341 -0.234208806541 0.234446251221 -0.955629530045 -0.336875232244 -2.30874200398 -1.11325518423 -1.05390158666 -0.670740444994 0.0285946074544 0.460555780146 -0.990284964925 -0.376198987979 -0.0541450170214 -2.19075178826 -0.398674992954 0.196288486253 -1.14640803233 -0.70482871932 -0.60427209744 0.42051713326 -1.00866685854 -1.46614214179 -0.00404496051762 -1.28751468674 -1.12081499808 -0.0299828057607 0.47578773691 1.82131633201 -0.901640499023 -1.57919796357 0.25960419484 -1.06536334384 -1.68630058863 -1.09271692355 -1.37174865204 -0.344939218863 -0.533958485488 0.256065906212
0.00171010206186 0.00177092087268 0.00169504297172 0.00165787347287 0.00166914503166 0.0017398172078 0.0017074939683 0.0015891711498 0.00201265491098 0.00175725870611 0.00183147737225 0.00166997346466 0.00176986071158 0.0017990583965 0.00166839813856 0.0017904192061 0.00175970887801 0.00176042971511 0.00175178712425 0.00186922338629 0.00170368149664 0.00175060132502 0.00164163028583 0.00188772275833 0.00161972008613 0.00158525595061 0.00168620364504 0.00159098703172 0.00176078291792 0.00188716706289 0.00165127049083 0.0018158584801 0.00160074402505 0.00170299953933 0.00169680076359 0.00168272808734 0.00187239980615 0.00178154248008 0.00170340466821 0.00171403914275 0.00187648101445 0.00347107055632 0.00188182545389 0.0018276202826 0.00173959750835 0.00167940159167 0.00185018477783 0.00182220339234 0.00162537352281 0.026427315499 0.00168248347523 0.00170238565824 0.00167798466478 0.001612059803 0.00175259681519 0.00185805162987 0.00172121485045 0.00161770232026 0.020354721104 0.00188071546101 0.00227105783936 0.00258757276481 0.00180448265394 0.0017352510732 0.0174430176522 0.0018563288903
-5.22389763919 -5.22237381476 -5.22203731827 -5.22205422449 -5.22365069935 -5.22496175343 -5.22729728436 -5.22739661842 -5.2260516287 -5.22589280617 -5.22495815014 -5.22479171238 -5.22481253113 -5.22434422926 -5.22411938879 -5.22422091216 -5.22263255747 -5.22242600017 -5.22112771366 -5.2215421008 -5.22127091034 -5.22063586745 -5.22086262397 -5.22029211023 -5.21976589376 -5.21926442284 -5.21932996655 -5.21932147229 -5.21923051991 -5.2183786599 -5.21831345477 -5.21962346708 -5.21881896594 -5.21802675929 -5.21679944278 -5.21723778124 -5.21719161196 -5.21772054725 -5.21824361679 -5.21848276901 -5.21902480364 -5.21824561713 -5.21929441384 -5.21965732155 -5.21991866931 -5.22014127846 -5.2205669274 -5.22040503954 -5.2208885723 -5.21883572017 -5.22091298867 -5.22052454055 -5.22079403157 -5.22082149349 -5.22059075846 -5.22049614969 -5.21982054128 -5.21981958101 -5.21819944588 -5.22070291994 -5.22066533134 -5.22106729178 -5.22169183801 -5.22219878483 -5.22004525751 -5.2220686481
0.00385012309647 0.00400545267274 0.00374737098903 0.00361684899096 0.00372967443463 0.00399526085806 0.0039481215501 0.00362859142461 0.00417613920889 0.00386738208154 0.00406409250568 0.00377360881571 0.0040730779434 0.00405356079517 0.00379993344821 0.00398620255043 0.00391987776771 0.0038959676113 0.00386493921369 0.00415432451985 0.00373926772677 0.0040135060873 0.00371544109482 0.00414009664001 0.00366390033851 0.00362751573401 0.00372121387856 0.00353366132206 0.00401340624966 0.00406645961575 0.00368692325094 0.00401793230941 0.00362939729903 0.00383975499784 0.00369785403984 0.00373798179311 0.00399956179245 0.0038707331917 0.00384682197434 0.00380483390711 0.00410222265411 0.00562099591755 0.00411784967874 0.00406196190869 0.0038702115838 0.0037463918793 0.00412450660455 0.00391104520342 0.00358969650179 0.00836062562911 0.00365547633238 0.00380308536272 0.00371467699006 0.00350904457181 0.00381549093192 0.00406736100208 0.00388632260443 0.00364126775967 0.00818714603098 0.00418515870055 0.00444748566239 0.00472462818645 0.00395582367806 0.00373889179242 0.0079441344019 0.0039491135157
-0.00121522339869 -0.00130155902383 -0.00126558814336 -0.00120774360322 -0.00114637666615 -0.00137865333732 -0.00127992139368 -0.00108684226074 -0.00221652305924 -0.00136467320803 -0.00156068547311 -0.00127108954955 -0.00129758876393 -0.00139127225801 -0.00130804523706 -0.00146371915854 -0.00140408202113 -0.00134337013725 -0.00156456969166 -0.00157050300665 -0.0012281591367 -0.00144205621947 -0.00122847767144 -0.00161152633079 -0.00113770038727 -0.00121598429223 -0.00116840043318 -0.00120358834999 -0.00141247070435 -0.00159392867469 -0.00115884980655 -0.00148597205238 -0.00132485715082 -0.00140622838377 -0.00123769856715 -0.00114008112752 -0.00151307232581 -0.00149208763301 -0.00119770764407 -0.00132975404925 -0.00152251050932 -0.00503096332423 -0.00147087183445 -0.00133794797217 -0.00132582235849 -0.00140967830264 -0.00140925413445 -0.00120293269856 -0.00114002522694 -0.0277519385271 -0.00115425416137 -0.00130469106381 -0.00139968624065 -0.00122144832575 -0.00127159331131 -0.00142508537441 -0.0012104909016 -0.00113251609634 -0.0215669651975 -0.00165696243638 -0.00374763158856 -0.00354798932318 -0.00173377901277 -0.00138265716077 -0.0186261852685 -0.00140270884395
-5.21277205347 -5.21155772077 -5.21103651548 -5.21108266454 -5.21254453535 -5.21414289582 -5.2162913925 -5.21631401097 -5.21525874557 -5.21488445021 -5.21413994979 -5.21372532014 -5.21380321754 -5.21359231053 -5.21291008184 -5.21307927525 -5.21138931485 -5.21106198499 -5.210203875 -5.21096205764 -5.20995550646 -5.20974885893 -5.20986233486 -5.20977301451 -5.20883461215 -5.20851623669 -5.20814059858 -5.208193529 -5.20818514689 -5.20754757907 -5.20714662563 -5.20856325533 -5.20795055773 -5.20722380986 -5.20552868541 -5.20601279625 -5.20594281494 -5.20666685089 -5.20724721401 -5.20726582866 -5.20800446959 -5.20999828841 -5.20817405343 -5.2085632832 -5.20867819615 -5.20912861627 -5.20997531501 -5.20926068082 -5.20985111498 -5.21789818667 -5.20975528456 -5.20938469201 -5.20982231899 -5.20984402748 -5.2094878898 -5.2091262662 -5.20896863448 -5.20866345729 -5.21697132045 -5.20993209169 -5.20878814861 -5.21108700103 -5.2109595918 -5.2111558979 -5.21863005628 -5.21125190334
0.00453329869819 0.00467503147812 0.00466285920054 0.0046347397789 0.00452592537445 0.00519914857854 0.00488427301883 0.00419197567841 0.00743663132224 0.00504350552756 0.00563832089225 0.00457412162246 0.00501972990056 0.00516523891889 0.00494970758713 0.00548394825808 0.00530875094083 0.00504846253304 0.00578616630973 0.00571059212238 0.00464845456681 0.00524618944166 0.00448333465295 0.00591052288703 0.00438972716308 0.00457269421854 0.00443554048634 0.00457600973765 0.00496039194779 0.00569759686834 0.00443624547176 0.00583802641422 0.00475431543104 0.0051235911377 0.00468933725712 0.00424296641561 0.0054724430477 0.00545559810855 0.00456163305464 0.00496560411423 0.00555896803428 0.0124136159763 0.00541136415514 0.00508617709872 0.00514591444869 0.00515389880932 0.00533952759893 0.0044976386443 0.00431103395368 0.00955779635358 0.00458267185448 0.00484921255999 0.00516336532046 0.00458945988077 0.00473216754012 0.00512195454303 0.00462194309791 0.004345920871 0.00969230414574 0.0057954492463 0.0110494340948 0.0108083624005 0.00627042651899 0.00525441539387 0.00961336619829 0.00546906560086
